item_pedido_id,posicao,sabor_id,sabor,categoria
496,1,15,Romeu e Julieta,Doces
501,1,15,Romeu e Julieta,Doces
512,2,15,Romeu e Julieta,Doces
513,1,15,Romeu e Julieta,Doces
517,1,15,Romeu e Julieta,Doces
518,2,15,Romeu e Julieta,Doces
526,3,15,Romeu e Julieta,Doces
529,1,15,Romeu e Julieta,Doces
535,2,15,Romeu e Julieta,Doces
556,1,15,Romeu e Julieta,Doces
558,1,15,Romeu e Julieta,Doces
559,1,15,Romeu e Julieta,Doces
