pedido_id,cliente_id,endereco_id,cupom_id,data_pedido,data,ano_mes,ano,mes,semana_iso,dia_semana_num,dia_semana_nome,hora_pedido,subtotal,desconto,total,forma_pagamento,troco_para,usou_cupom,status,foi_cancelado,foi_entregue,nota_avaliacao,nps_categoria,min_espera_producao,min_tempo_producao,min_tempo_entrega,min_ciclo_total,recebido_em,em_producao_em,saiu_entrega_em,entregue_em,cancelado_em,qtd_itens
94,3,4,,2026-04-24 23:44:57,2026-04-24,2026-04,2026,4,17,6,Friday,23,121.8,0.0,121.8,pix,,0,entregue,0,1,5.0,promotor,4,18,39,61,2026-04-24 23:44:57,2026-04-24 23:48:57,2026-04-25 00:06:57,2026-04-25 00:45:57,,3
95,26,36,,2026-02-19 20:37:44,2026-02-19,2026-02,2026,2,8,5,Thursday,20,95.23,0.0,95.23,pix,,0,entregue,0,1,3.0,neutro,8,15,30,53,2026-02-19 20:37:44,2026-02-19 20:45:44,2026-02-19 21:00:44,2026-02-19 21:30:44,,2
96,5,6,,2026-01-18 03:45:07,2026-01-18,2026-01,2026,1,3,1,Sunday,3,199.7,0.0,199.7,cartao_debito,,0,entregue,0,1,4.0,promotor,8,18,36,62,2026-01-18 03:45:07,2026-01-18 03:53:07,2026-01-18 04:11:07,2026-01-18 04:47:07,,4
97,14,18,,2025-12-31 14:45:51,2025-12-31,2025-12,2025,12,53,4,Wednesday,14,56.4,0.0,56.4,pix,,0,entregue,0,1,4.0,promotor,4,20,26,50,2025-12-31 14:45:51,2025-12-31 14:49:51,2025-12-31 15:09:51,2025-12-31 15:35:51,,1
98,12,16,,2026-04-28 20:51:19,2026-04-28,2026-04,2026,4,18,3,Tuesday,20,68.9,0.0,68.9,pix,,0,em_producao,0,0,,sem_avaliacao,4,,,,2026-04-28 20:51:19,2026-04-28 20:55:19,,,,2
99,32,45,,2026-03-24 18:58:41,2026-03-24,2026-03,2026,3,13,3,Tuesday,18,53.9,0.0,53.9,pix,,0,em_producao,0,0,,sem_avaliacao,5,,,,2026-03-24 18:58:41,2026-03-24 19:03:41,,,,1
100,13,17,,2026-04-28 17:35:32,2026-04-28,2026-04,2026,4,18,3,Tuesday,17,69.9,0.0,69.9,cartao_debito,,0,entregue,0,1,4.0,promotor,9,30,28,67,2026-04-28 17:35:32,2026-04-28 17:44:32,2026-04-28 18:14:32,2026-04-28 18:42:32,,2
101,33,46,,2025-12-13 19:17:49,2025-12-13,2025-12,2025,12,50,7,Saturday,19,76.9,0.0,76.9,cartao_debito,,0,entregue,0,1,,sem_avaliacao,8,16,39,63,2025-12-13 19:17:49,2025-12-13 19:25:49,2025-12-13 19:41:49,2025-12-13 20:20:49,,2
102,29,40,,2026-05-08 23:49:51,2026-05-08,2026-05,2026,5,19,6,Friday,23,168.13,0.0,168.13,cartao_credito,,0,entregue,0,1,5.0,promotor,8,28,20,56,2026-05-08 23:49:51,2026-05-08 23:57:51,2026-05-09 00:25:51,2026-05-09 00:45:51,,3
103,18,26,,2026-05-08 19:44:55,2026-05-08,2026-05,2026,5,19,6,Friday,19,116.8,0.0,116.8,pix,,0,entregue,0,1,5.0,promotor,5,25,41,71,2026-05-08 19:44:55,2026-05-08 19:49:55,2026-05-08 20:14:55,2026-05-08 20:55:55,,2
104,60,80,,2026-05-10 17:31:20,2026-05-10,2026-05,2026,5,19,1,Sunday,17,60.9,0.0,60.9,cartao_credito,,0,entregue,0,1,4.0,promotor,4,29,35,68,2026-05-10 17:31:20,2026-05-10 17:35:20,2026-05-10 18:04:20,2026-05-10 18:39:20,,1
105,55,74,,2026-02-23 20:57:43,2026-02-23,2026-02,2026,2,9,2,Monday,20,73.4,0.0,73.4,cartao_debito,,0,entregue,0,1,,sem_avaliacao,3,18,35,56,2026-02-23 20:57:43,2026-02-23 21:00:43,2026-02-23 21:18:43,2026-02-23 21:53:43,,2
106,57,76,,2026-01-13 08:23:16,2026-01-13,2026-01,2026,1,3,3,Tuesday,8,139.8,0.0,139.8,cartao_credito,,0,entregue,0,1,,sem_avaliacao,5,16,27,48,2026-01-13 08:23:16,2026-01-13 08:28:16,2026-01-13 08:44:16,2026-01-13 09:11:16,,3
107,56,75,,2026-02-11 20:30:04,2026-02-11,2026-02,2026,2,7,4,Wednesday,20,142.8,0.0,142.8,pix,,0,entregue,0,1,3.0,neutro,4,18,18,40,2026-02-11 20:30:04,2026-02-11 20:34:04,2026-02-11 20:52:04,2026-02-11 21:10:04,,3
108,44,61,,2026-02-15 21:05:57,2026-02-15,2026-02,2026,2,7,1,Sunday,21,69.9,0.0,69.9,dinheiro,89.9,0,entregue,0,1,5.0,promotor,4,27,26,57,2026-02-15 21:05:57,2026-02-15 21:09:57,2026-02-15 21:36:57,2026-02-15 22:02:57,,2
109,26,36,,2026-01-17 19:50:57,2026-01-17,2026-01,2026,1,3,7,Saturday,19,64.9,0.0,64.9,pix,,0,entregue,0,1,,sem_avaliacao,6,30,27,63,2026-01-17 19:50:57,2026-01-17 19:56:57,2026-01-17 20:26:57,2026-01-17 20:53:57,,2
110,50,68,,2025-12-05 01:04:00,2025-12-05,2025-12,2025,12,49,6,Friday,1,59.9,0.0,59.9,cartao_debito,,0,entregue,0,1,4.0,promotor,3,16,45,64,2025-12-05 01:04:00,2025-12-05 01:07:00,2025-12-05 01:23:00,2025-12-05 02:08:00,,1
111,10,14,,2026-03-05 16:37:40,2026-03-05,2026-03,2026,3,10,5,Thursday,16,178.2,0.0,178.2,cartao_credito,,0,entregue,0,1,5.0,promotor,4,24,37,65,2026-03-05 16:37:40,2026-03-05 16:41:40,2026-03-05 17:05:40,2026-03-05 17:42:40,,4
112,24,34,2.0,2025-12-16 20:55:17,2025-12-16,2025-12,2025,12,51,3,Tuesday,20,90.9,13.63,77.27,cartao_debito,,1,entregue,0,1,4.0,promotor,4,15,25,44,2025-12-16 20:55:17,2025-12-16 20:59:17,2025-12-16 21:14:17,2025-12-16 21:39:17,,2
113,44,61,,2026-04-10 09:47:32,2026-04-10,2026-04,2026,4,15,6,Friday,9,56.9,0.0,56.9,cartao_credito,,0,entregue,0,1,4.0,promotor,3,22,16,41,2026-04-10 09:47:32,2026-04-10 09:50:32,2026-04-10 10:12:32,2026-04-10 10:28:32,,1
114,59,79,,2026-04-10 15:52:04,2026-04-10,2026-04,2026,4,15,6,Friday,15,58.9,0.0,58.9,pix,,0,entregue,0,1,3.0,neutro,4,16,20,40,2026-04-10 15:52:04,2026-04-10 15:56:04,2026-04-10 16:12:04,2026-04-10 16:32:04,,1
115,24,34,,2025-12-30 15:50:19,2025-12-30,2025-12,2025,12,53,3,Tuesday,15,68.9,0.0,68.9,cartao_credito,,0,entregue,0,1,5.0,promotor,6,29,26,61,2025-12-30 15:50:19,2025-12-30 15:56:19,2025-12-30 16:25:19,2025-12-30 16:51:19,,2
116,1,1,,2026-04-17 19:54:47,2026-04-17,2026-04,2026,4,16,6,Friday,19,47.4,0.0,47.4,dinheiro,97.4,0,entregue,0,1,,sem_avaliacao,4,21,31,56,2026-04-17 19:54:47,2026-04-17 19:58:47,2026-04-17 20:19:47,2026-04-17 20:50:47,,1
117,24,34,,2026-02-18 23:05:37,2026-02-18,2026-02,2026,2,8,4,Wednesday,23,87.9,0.0,87.9,cartao_credito,,0,entregue,0,1,4.0,promotor,5,27,17,49,2026-02-18 23:05:37,2026-02-18 23:10:37,2026-02-18 23:37:37,2026-02-18 23:54:37,,2
118,9,12,5.0,2026-04-21 20:06:09,2026-04-21,2026-04,2026,4,17,3,Tuesday,20,57.9,5.0,52.9,cartao_credito,,1,entregue,0,1,5.0,promotor,10,29,25,64,2026-04-21 20:06:09,2026-04-21 20:16:09,2026-04-21 20:45:09,2026-04-21 21:10:09,,1
119,14,18,,2026-05-02 21:09:05,2026-05-02,2026-05,2026,5,18,7,Saturday,21,55.23,0.0,55.23,pix,,0,entregue,0,1,5.0,promotor,8,27,31,66,2026-05-02 21:09:05,2026-05-02 21:17:05,2026-05-02 21:44:05,2026-05-02 22:15:05,,1
120,1,1,5.0,2025-12-03 21:14:08,2025-12-03,2025-12,2025,12,49,4,Wednesday,21,131.47,5.0,126.47,cartao_credito,,1,entregue,0,1,5.0,promotor,9,26,36,71,2025-12-03 21:14:08,2025-12-03 21:23:08,2025-12-03 21:49:08,2025-12-03 22:25:08,,3
121,25,35,1.0,2026-04-03 17:22:13,2026-04-03,2026-04,2026,4,14,6,Friday,17,68.9,6.89,62.01,cartao_debito,,1,em_producao,0,0,,sem_avaliacao,7,,,,2026-04-03 17:22:13,2026-04-03 17:29:13,,,,2
122,42,59,,2026-05-12 21:15:40,2026-05-12,2026-05,2026,5,20,3,Tuesday,21,68.23,0.0,68.23,cartao_debito,,0,recebido,0,0,,sem_avaliacao,,,,,2026-05-12 21:15:40,,,,,2
123,58,78,,2026-04-27 20:03:51,2026-04-27,2026-04,2026,4,18,2,Monday,20,112.47,0.0,112.47,pix,,0,recebido,0,0,,sem_avaliacao,,,,,2026-04-27 20:03:51,,,,,2
124,12,16,,2025-12-25 13:20:51,2025-12-25,2025-12,2025,12,52,5,Thursday,13,213.2,0.0,213.2,cartao_debito,,0,entregue,0,1,5.0,promotor,8,15,37,60,2025-12-25 13:20:51,2025-12-25 13:28:51,2025-12-25 13:43:51,2025-12-25 14:20:51,,4
125,2,3,,2025-12-20 19:58:09,2025-12-20,2025-12,2025,12,51,7,Saturday,19,137.8,0.0,137.8,cartao_debito,,0,entregue,0,1,,sem_avaliacao,8,17,26,51,2025-12-20 19:58:09,2025-12-20 20:06:09,2025-12-20 20:23:09,2025-12-20 20:49:09,,3
126,15,20,1.0,2026-03-30 19:11:24,2026-03-30,2026-03,2026,3,14,2,Monday,19,237.7,23.77,213.93,cartao_debito,,1,entregue,0,1,,sem_avaliacao,7,19,20,46,2026-03-30 19:11:24,2026-03-30 19:18:24,2026-03-30 19:37:24,2026-03-30 19:57:24,,4
127,43,60,,2026-03-25 20:21:28,2026-03-25,2026-03,2026,3,13,4,Wednesday,20,52.9,0.0,52.9,pix,,0,entregue,0,1,,sem_avaliacao,6,22,37,65,2026-03-25 20:21:28,2026-03-25 20:27:28,2026-03-25 20:49:28,2026-03-25 21:26:28,,1
128,32,45,,2026-05-11 17:34:24,2026-05-11,2026-05,2026,5,20,2,Monday,17,110.8,0.0,110.8,cartao_credito,,0,entregue,0,1,5.0,promotor,10,22,20,52,2026-05-11 17:34:24,2026-05-11 17:44:24,2026-05-11 18:06:24,2026-05-11 18:26:24,,3
129,46,63,,2025-11-27 17:41:10,2025-11-27,2025-11,2025,11,48,5,Thursday,17,57.9,0.0,57.9,pix,,0,entregue,0,1,3.0,neutro,9,20,16,45,2025-11-27 17:41:10,2025-11-27 17:50:10,2025-11-27 18:10:10,2025-11-27 18:26:10,,1
130,36,51,,2026-05-03 18:03:23,2026-05-03,2026-05,2026,5,18,1,Sunday,18,106.8,0.0,106.8,cartao_credito,,0,entregue,0,1,,sem_avaliacao,4,24,41,69,2026-05-03 18:03:23,2026-05-03 18:07:23,2026-05-03 18:31:23,2026-05-03 19:12:23,,2
131,17,24,5.0,2025-12-09 19:24:11,2025-12-09,2025-12,2025,12,50,3,Tuesday,19,58.9,5.0,53.9,cartao_credito,,1,entregue,0,1,3.0,neutro,9,26,20,55,2025-12-09 19:24:11,2025-12-09 19:33:11,2025-12-09 19:59:11,2025-12-09 20:19:11,,1
132,35,49,,2026-02-09 23:37:14,2026-02-09,2026-02,2026,2,7,2,Monday,23,113.47,0.0,113.47,cartao_credito,,0,entregue,0,1,3.0,neutro,9,28,45,82,2026-02-09 23:37:14,2026-02-09 23:46:14,2026-02-10 00:14:14,2026-02-10 00:59:14,,2
133,11,15,,2026-01-01 21:08:02,2026-01-01,2026-01,2026,1,1,5,Thursday,21,102.3,0.0,102.3,cartao_credito,,0,entregue,0,1,,sem_avaliacao,9,21,41,71,2026-01-01 21:08:02,2026-01-01 21:17:02,2026-01-01 21:38:02,2026-01-01 22:19:02,,2
134,1,1,,2026-04-23 20:37:33,2026-04-23,2026-04,2026,4,17,5,Thursday,20,130.8,0.0,130.8,pix,,0,entregue,0,1,4.0,promotor,4,28,19,51,2026-04-23 20:37:33,2026-04-23 20:41:33,2026-04-23 21:09:33,2026-04-23 21:28:33,,3
135,26,36,,2026-05-13 21:44:15,2026-05-13,2026-05,2026,5,20,4,Wednesday,21,59.9,0.0,59.9,pix,,0,entregue,0,1,,sem_avaliacao,10,23,43,76,2026-05-13 21:44:15,2026-05-13 21:54:15,2026-05-13 22:17:15,2026-05-13 23:00:15,,1
136,15,20,,2025-12-17 15:47:28,2025-12-17,2025-12,2025,12,51,4,Wednesday,15,111.3,0.0,111.3,cartao_credito,,0,entregue,0,1,4.0,promotor,8,23,38,69,2025-12-17 15:47:28,2025-12-17 15:55:28,2025-12-17 16:18:28,2025-12-17 16:56:28,,2
137,50,68,1.0,2026-05-05 18:36:01,2026-05-05,2026-05,2026,5,19,3,Tuesday,18,68.9,6.89,62.01,pix,,1,entregue,0,1,5.0,promotor,6,16,22,44,2026-05-05 18:36:01,2026-05-05 18:42:01,2026-05-05 18:58:01,2026-05-05 19:20:01,,2
138,56,75,,2026-02-21 19:22:22,2026-02-21,2026-02,2026,2,8,7,Saturday,19,75.9,0.0,75.9,pix,,0,entregue,0,1,,sem_avaliacao,7,17,24,48,2026-02-21 19:22:22,2026-02-21 19:29:22,2026-02-21 19:46:22,2026-02-21 20:10:22,,2
139,44,61,,2025-11-23 18:08:41,2025-11-23,2025-11,2025,11,47,1,Sunday,18,184.03,0.0,184.03,cartao_credito,,0,entregue,0,1,,sem_avaliacao,3,22,23,48,2025-11-23 18:08:41,2025-11-23 18:11:41,2025-11-23 18:33:41,2025-11-23 18:56:41,,3
140,36,51,,2026-03-27 19:18:19,2026-03-27,2026-03,2026,3,13,6,Friday,19,141.8,0.0,141.8,dinheiro,191.8,0,entregue,0,1,5.0,promotor,10,17,25,52,2026-03-27 19:18:19,2026-03-27 19:28:19,2026-03-27 19:45:19,2026-03-27 20:10:19,,3
141,32,45,,2026-01-17 14:26:25,2026-01-17,2026-01,2026,1,3,7,Saturday,14,50.9,0.0,50.9,cartao_debito,,0,entregue,0,1,3.0,neutro,3,21,25,49,2026-01-17 14:26:25,2026-01-17 14:29:25,2026-01-17 14:50:25,2026-01-17 15:15:25,,1
142,17,24,,2026-04-11 21:48:58,2026-04-11,2026-04,2026,4,15,7,Saturday,21,127.3,0.0,127.3,pix,,0,entregue,0,1,,sem_avaliacao,8,17,22,47,2026-04-11 21:48:58,2026-04-11 21:56:58,2026-04-11 22:13:58,2026-04-11 22:35:58,,3
143,5,6,,2026-02-21 21:32:07,2026-02-21,2026-02,2026,2,8,7,Saturday,21,83.9,0.0,83.9,cartao_debito,,0,cancelado,1,0,,sem_avaliacao,,,,,2026-02-21 21:32:07,,,,2026-02-21 21:34:07,2
144,41,58,2.0,2025-12-25 15:03:00,2025-12-25,2025-12,2025,12,52,5,Thursday,15,84.9,12.73,72.17,cartao_debito,,1,entregue,0,1,,sem_avaliacao,6,20,33,59,2025-12-25 15:03:00,2025-12-25 15:09:00,2025-12-25 15:29:00,2025-12-25 16:02:00,,2
145,1,1,,2026-05-13 16:53:33,2026-05-13,2026-05,2026,5,20,4,Wednesday,16,85.9,0.0,85.9,cartao_credito,,0,entregue,0,1,5.0,promotor,3,22,22,47,2026-05-13 16:53:33,2026-05-13 16:56:33,2026-05-13 17:18:33,2026-05-13 17:40:33,,2
146,22,31,,2026-02-13 21:08:21,2026-02-13,2026-02,2026,2,7,6,Friday,21,189.7,0.0,189.7,pix,,0,recebido,0,0,,sem_avaliacao,,,,,2026-02-13 21:08:21,,,,,3
147,41,58,,2026-01-10 20:39:03,2026-01-10,2026-01,2026,1,2,7,Saturday,20,65.9,0.0,65.9,cartao_debito,,0,entregue,0,1,4.0,promotor,3,18,35,56,2026-01-10 20:39:03,2026-01-10 20:42:03,2026-01-10 21:00:03,2026-01-10 21:35:03,,2
148,34,48,,2026-01-12 19:44:08,2026-01-12,2026-01,2026,1,3,2,Monday,19,58.9,0.0,58.9,pix,,0,entregue,0,1,4.0,promotor,4,18,24,46,2026-01-12 19:44:08,2026-01-12 19:48:08,2026-01-12 20:06:08,2026-01-12 20:30:08,,1
149,36,51,,2026-02-25 22:44:59,2026-02-25,2026-02,2026,2,9,4,Wednesday,22,195.7,0.0,195.7,cartao_credito,,0,entregue,0,1,4.0,promotor,6,15,15,36,2026-02-25 22:44:59,2026-02-25 22:50:59,2026-02-25 23:05:59,2026-02-25 23:20:59,,4
150,55,74,2.0,2026-04-17 21:00:54,2026-04-17,2026-04,2026,4,16,6,Friday,21,181.7,27.25,154.45,cartao_debito,,1,entregue,0,1,5.0,promotor,5,25,26,56,2026-04-17 21:00:54,2026-04-17 21:05:54,2026-04-17 21:30:54,2026-04-17 21:56:54,,4
151,37,52,5.0,2026-04-02 18:39:24,2026-04-02,2026-04,2026,4,14,5,Thursday,18,55.9,5.0,50.9,dinheiro,60.9,1,entregue,0,1,,sem_avaliacao,3,19,30,52,2026-04-02 18:39:24,2026-04-02 18:42:24,2026-04-02 19:01:24,2026-04-02 19:31:24,,1
152,43,60,,2026-05-10 16:33:44,2026-05-10,2026-05,2026,5,19,1,Sunday,16,72.9,0.0,72.9,cartao_debito,,0,entregue,0,1,3.0,neutro,4,28,36,68,2026-05-10 16:33:44,2026-05-10 16:37:44,2026-05-10 17:05:44,2026-05-10 17:41:44,,2
153,16,22,,2026-01-24 23:03:32,2026-01-24,2026-01,2026,1,4,7,Saturday,23,56.9,0.0,56.9,pix,,0,entregue,0,1,4.0,promotor,9,27,41,77,2026-01-24 23:03:32,2026-01-24 23:12:32,2026-01-24 23:39:32,2026-01-25 00:20:32,,1
154,36,51,,2025-11-21 21:50:38,2025-11-21,2025-11,2025,11,47,6,Friday,21,148.03,0.0,148.03,cartao_credito,,0,saiu_para_entrega,0,0,,sem_avaliacao,7,21,,,2025-11-21 21:50:38,2025-11-21 21:57:38,2025-11-21 22:18:38,,,3
155,36,51,,2026-03-02 17:06:02,2026-03-02,2026-03,2026,3,10,2,Monday,17,49.9,0.0,49.9,cartao_debito,,0,cancelado,1,0,,sem_avaliacao,,,,,2026-03-02 17:06:02,,,,2026-03-02 17:19:02,1
156,30,42,,2026-04-30 20:45:21,2026-04-30,2026-04,2026,4,18,5,Thursday,20,156.8,0.0,156.8,cartao_credito,,0,entregue,0,1,5.0,promotor,9,16,44,69,2026-04-30 20:45:21,2026-04-30 20:54:21,2026-04-30 21:10:21,2026-04-30 21:54:21,,3
157,38,53,,2025-12-25 20:08:06,2025-12-25,2025-12,2025,12,52,5,Thursday,20,171.03,0.0,171.03,dinheiro,191.03,0,entregue,0,1,5.0,promotor,8,27,28,63,2025-12-25 20:08:06,2025-12-25 20:16:06,2025-12-25 20:43:06,2025-12-25 21:11:06,,3
158,42,59,,2025-12-26 18:44:40,2025-12-26,2025-12,2025,12,52,6,Friday,18,118.3,0.0,118.3,cartao_credito,,0,entregue,0,1,4.0,promotor,4,26,32,62,2025-12-26 18:44:40,2025-12-26 18:48:40,2025-12-26 19:14:40,2025-12-26 19:46:40,,3
159,54,73,,2025-12-03 20:18:13,2025-12-03,2025-12,2025,12,49,4,Wednesday,20,118.8,0.0,118.8,cartao_credito,,0,entregue,0,1,1.0,detrator,3,26,41,70,2025-12-03 20:18:13,2025-12-03 20:21:13,2025-12-03 20:47:13,2025-12-03 21:28:13,,2
160,40,56,1.0,2026-05-09 20:55:28,2026-05-09,2026-05,2026,5,19,7,Saturday,20,53.9,5.39,48.51,dinheiro,98.51,1,cancelado,1,0,,sem_avaliacao,,,,,2026-05-09 20:55:28,,,,2026-05-09 21:08:28,1
161,18,26,,2026-03-09 14:10:37,2026-03-09,2026-03,2026,3,11,2,Monday,14,51.9,0.0,51.9,dinheiro,71.9,0,cancelado,1,0,,sem_avaliacao,,,,,2026-03-09 14:10:37,,,,2026-03-09 14:23:37,1
162,32,45,,2026-04-23 19:22:04,2026-04-23,2026-04,2026,4,17,5,Thursday,19,61.9,0.0,61.9,pix,,0,entregue,0,1,5.0,promotor,8,22,45,75,2026-04-23 19:22:04,2026-04-23 19:30:04,2026-04-23 19:52:04,2026-04-23 20:37:04,,2
163,31,44,,2026-03-10 21:41:00,2026-03-10,2026-03,2026,3,11,3,Tuesday,21,164.3,0.0,164.3,dinheiro,214.3,0,entregue,0,1,4.0,promotor,8,29,22,59,2026-03-10 21:41:00,2026-03-10 21:49:00,2026-03-10 22:18:00,2026-03-10 22:40:00,,3
164,33,46,2.0,2025-12-07 22:10:49,2025-12-07,2025-12,2025,12,49,1,Sunday,22,125.3,18.8,106.5,cartao_credito,,1,entregue,0,1,,sem_avaliacao,3,17,21,41,2025-12-07 22:10:49,2025-12-07 22:13:49,2025-12-07 22:30:49,2025-12-07 22:51:49,,3
165,36,51,,2025-12-05 19:14:58,2025-12-05,2025-12,2025,12,49,6,Friday,19,62.9,0.0,62.9,cartao_credito,,0,entregue,0,1,5.0,promotor,9,29,35,73,2025-12-05 19:14:58,2025-12-05 19:23:58,2025-12-05 19:52:58,2025-12-05 20:27:58,,1
166,60,80,,2026-02-27 08:50:43,2026-02-27,2026-02,2026,2,9,6,Friday,8,76.9,0.0,76.9,dinheiro,96.9,0,entregue,0,1,,sem_avaliacao,4,24,39,67,2026-02-27 08:50:43,2026-02-27 08:54:43,2026-02-27 09:18:43,2026-02-27 09:57:43,,2
167,10,14,,2026-01-18 20:58:50,2026-01-18,2026-01,2026,1,3,1,Sunday,20,57.9,0.0,57.9,cartao_credito,,0,cancelado,1,0,,sem_avaliacao,,,,,2026-01-18 20:58:50,,,,2026-01-18 21:13:50,1
168,48,66,5.0,2026-04-14 22:22:13,2026-04-14,2026-04,2026,4,16,3,Tuesday,22,125.8,5.0,120.8,pix,,1,entregue,0,1,4.0,promotor,5,20,20,45,2026-04-14 22:22:13,2026-04-14 22:27:13,2026-04-14 22:47:13,2026-04-14 23:07:13,,3
169,42,59,,2026-01-06 08:39:04,2026-01-06,2026-01,2026,1,2,3,Tuesday,8,105.3,0.0,105.3,pix,,0,em_producao,0,0,,sem_avaliacao,8,,,,2026-01-06 08:39:04,2026-01-06 08:47:04,,,,2
170,42,59,,2026-02-14 14:23:08,2026-02-14,2026-02,2026,2,7,7,Saturday,14,135.8,0.0,135.8,cartao_credito,,0,entregue,0,1,,sem_avaliacao,8,30,29,67,2026-02-14 14:23:08,2026-02-14 14:31:08,2026-02-14 15:01:08,2026-02-14 15:30:08,,3
171,41,58,,2025-11-27 21:37:25,2025-11-27,2025-11,2025,11,48,5,Thursday,21,133.8,0.0,133.8,pix,,0,entregue,0,1,,sem_avaliacao,6,16,32,54,2025-11-27 21:37:25,2025-11-27 21:43:25,2025-11-27 21:59:25,2025-11-27 22:31:25,,3
172,40,56,,2026-04-03 11:32:08,2026-04-03,2026-04,2026,4,14,6,Friday,11,166.7,0.0,166.7,cartao_debito,,0,entregue,0,1,5.0,promotor,5,19,38,62,2026-04-03 11:32:08,2026-04-03 11:37:08,2026-04-03 11:56:08,2026-04-03 12:34:08,,3
173,34,48,2.0,2026-03-24 21:53:47,2026-03-24,2026-03,2026,3,13,3,Tuesday,21,151.8,22.77,129.03,pix,,1,entregue,0,1,4.0,promotor,5,27,35,67,2026-03-24 21:53:47,2026-03-24 21:58:47,2026-03-24 22:25:47,2026-03-24 23:00:47,,3
174,10,14,,2025-12-27 10:38:45,2025-12-27,2025-12,2025,12,52,7,Saturday,10,55.9,0.0,55.9,pix,,0,entregue,0,1,3.0,neutro,6,28,40,74,2025-12-27 10:38:45,2025-12-27 10:44:45,2025-12-27 11:12:45,2025-12-27 11:52:45,,1
175,41,58,,2026-03-01 03:36:09,2026-03-01,2026-03,2026,3,9,1,Sunday,3,137.13,0.0,137.13,dinheiro,147.13,0,entregue,0,1,5.0,promotor,7,20,31,58,2026-03-01 03:36:09,2026-03-01 03:43:09,2026-03-01 04:03:09,2026-03-01 04:34:09,,3
176,44,61,,2026-01-27 22:38:37,2026-01-27,2026-01,2026,1,5,3,Tuesday,22,57.9,0.0,57.9,pix,,0,entregue,0,1,,sem_avaliacao,9,27,19,55,2026-01-27 22:38:37,2026-01-27 22:47:37,2026-01-27 23:14:37,2026-01-27 23:33:37,,1
177,35,49,,2026-02-27 20:05:30,2026-02-27,2026-02,2026,2,9,6,Friday,20,113.8,0.0,113.8,cartao_credito,,0,entregue,0,1,4.0,promotor,3,28,31,62,2026-02-27 20:05:30,2026-02-27 20:08:30,2026-02-27 20:36:30,2026-02-27 21:07:30,,2
178,6,8,,2026-01-15 19:34:26,2026-01-15,2026-01,2026,1,3,5,Thursday,19,67.4,0.0,67.4,cartao_credito,,0,entregue,0,1,5.0,promotor,3,15,33,51,2026-01-15 19:34:26,2026-01-15 19:37:26,2026-01-15 19:52:26,2026-01-15 20:25:26,,2
179,40,56,,2026-01-14 23:25:48,2026-01-14,2026-01,2026,1,3,4,Wednesday,23,75.9,0.0,75.9,cartao_credito,,0,entregue,0,1,,sem_avaliacao,10,20,26,56,2026-01-14 23:25:48,2026-01-14 23:35:48,2026-01-14 23:55:48,2026-01-15 00:21:48,,2
180,29,40,1.0,2026-04-22 20:10:06,2026-04-22,2026-04,2026,4,17,4,Wednesday,20,137.47,13.75,123.72,cartao_credito,,1,entregue,0,1,,sem_avaliacao,9,25,40,74,2026-04-22 20:10:06,2026-04-22 20:19:06,2026-04-22 20:44:06,2026-04-22 21:24:06,,3
181,60,80,,2026-02-07 19:33:18,2026-02-07,2026-02,2026,2,6,7,Saturday,19,70.9,0.0,70.9,cartao_credito,,0,entregue,0,1,5.0,promotor,3,20,35,58,2026-02-07 19:33:18,2026-02-07 19:36:18,2026-02-07 19:56:18,2026-02-07 20:31:18,,1
182,42,59,,2025-11-21 23:05:17,2025-11-21,2025-11,2025,11,47,6,Friday,23,53.9,0.0,53.9,cartao_credito,,0,entregue,0,1,5.0,promotor,8,27,27,62,2025-11-21 23:05:17,2025-11-21 23:13:17,2025-11-21 23:40:17,2025-11-22 00:07:17,,1
183,13,17,,2026-02-17 22:36:00,2026-02-17,2026-02,2026,2,8,3,Tuesday,22,57.57,0.0,57.57,pix,,0,entregue,0,1,,sem_avaliacao,9,18,32,59,2026-02-17 22:36:00,2026-02-17 22:45:00,2026-02-17 23:03:00,2026-02-17 23:35:00,,1
184,37,52,,2026-02-23 20:48:21,2026-02-23,2026-02,2026,2,9,2,Monday,20,65.9,0.0,65.9,cartao_credito,,0,saiu_para_entrega,0,0,,sem_avaliacao,10,29,,,2026-02-23 20:48:21,2026-02-23 20:58:21,2026-02-23 21:27:21,,,1
185,45,62,,2026-01-05 21:26:22,2026-01-05,2026-01,2026,1,2,2,Monday,21,62.9,0.0,62.9,pix,,0,entregue,0,1,,sem_avaliacao,3,23,22,48,2026-01-05 21:26:22,2026-01-05 21:29:22,2026-01-05 21:52:22,2026-01-05 22:14:22,,2
186,44,61,4.0,2026-05-17 12:47:12,2026-05-17,2026-05,2026,5,20,1,Sunday,12,108.8,21.76,87.04,pix,,1,entregue,0,1,4.0,promotor,6,23,21,50,2026-05-17 12:47:12,2026-05-17 12:53:12,2026-05-17 13:16:12,2026-05-17 13:37:12,,2
187,12,16,1.0,2026-04-18 22:17:25,2026-04-18,2026-04,2026,4,16,7,Saturday,22,52.9,5.29,47.61,cartao_debito,,1,entregue,0,1,4.0,promotor,5,16,31,52,2026-04-18 22:17:25,2026-04-18 22:22:25,2026-04-18 22:38:25,2026-04-18 23:09:25,,1
