item_id,pedido_id,tipo,quantidade,preco_unitario,subtotal,massa,borda,produto,sabores
346,168,produto,1,6.0,6.0,,,Coca-Cola Lata 350ml,
347,169,pizza,1,57.4,57.4,Grossa,Cream Cheese,,Nutella com Banana + Napolitana
348,169,pizza,1,47.9,47.9,Grossa,Cheddar,,Mussarela
349,170,pizza,1,69.9,69.9,Integral,Chocolate,,Costela BBQ
350,170,pizza,1,53.9,53.9,Tradicional,Cream Cheese,,Portuguesa + Carne Seca + Mussarela
351,170,produto,2,6.0,12.0,,,Coca-Cola Lata 350ml,
352,171,pizza,1,49.9,49.9,Integral,Cheddar,,Mussarela
353,171,pizza,1,55.9,55.9,Fina,Cheddar,,Carne Seca + Calabresa
354,171,produto,1,28.0,28.0,,,Frango Frito,
355,172,pizza,1,46.9,46.9,Fina,Chocolate,,Mussarela + Calabresa
356,172,pizza,1,58.9,58.9,Fina,Sem borda,,Costela BBQ
357,172,pizza,1,60.9,60.9,Integral,Chocolate,,Napolitana + Quatro Queijos + Pepperoni
358,173,pizza,1,50.9,50.9,Tradicional,Chocolate,,Romeu e Julieta
359,173,pizza,1,56.9,56.9,Integral,Chocolate,,Prestígio + Romeu e Julieta
360,173,produto,2,22.0,44.0,,,Batata Frita Grande,
361,174,pizza,1,55.9,55.9,Integral,Cheddar,,Portuguesa
362,175,pizza,1,59.23,59.23,Fina,Cream Cheese,,Mussarela + Pepperoni + Camarão
363,175,pizza,1,57.9,57.9,Integral,Cheddar,,Prestígio
364,175,produto,2,10.0,20.0,,,Guaraná Antarctica 2L,
365,176,pizza,1,57.9,57.9,Grossa,Cheddar,,Portuguesa + Pepperoni
366,177,pizza,1,59.9,59.9,Grossa,Chocolate,,Pepperoni + Nutella com Banana + Prestígio
367,177,pizza,1,53.9,53.9,Grossa,Sem borda,,Chocolate com Morango + Nutella com Banana
368,178,pizza,1,57.4,57.4,Grossa,Chocolate,,Napolitana + Quatro Queijos
369,178,produto,1,10.0,10.0,,,Guaraná Antarctica 2L,
370,179,pizza,1,55.9,55.9,Fina,Cream Cheese,,Chocolate com Morango
371,179,produto,2,10.0,20.0,,,Guaraná Antarctica 2L,
372,180,pizza,1,64.9,64.9,Fina,Cheddar,,Costela BBQ
373,180,pizza,1,63.57,63.57,Fina,Catupiry,,Pepperoni + Camarão + Quatro Queijos
374,180,produto,1,9.0,9.0,,,Suco de Laranja 500ml,
375,181,pizza,1,70.9,70.9,Fina,Chocolate,,Camarão
376,182,pizza,1,53.9,53.9,Tradicional,Catupiry,,Chocolate com Morango + Prestígio
377,183,pizza,1,57.57,57.57,Tradicional,Chocolate,,Romeu e Julieta + Carne Seca + Nutella com Banana
378,184,pizza,1,65.9,65.9,Tradicional,Cream Cheese,,Costela BBQ
379,185,pizza,1,54.9,54.9,Tradicional,Catupiry,,Portuguesa + Pepperoni
380,185,produto,2,4.0,8.0,,,Água Mineral 500ml,
381,186,pizza,1,49.9,49.9,Tradicional,Cheddar,,Calabresa + Romeu e Julieta
382,186,pizza,1,58.9,58.9,Integral,Cream Cheese,,Prestígio
383,187,pizza,1,52.9,52.9,Fina,Chocolate,,Prestígio
384,188,pizza,1,54.9,54.9,Tradicional,Sem borda,,Quatro Queijos
385,188,produto,1,18.0,18.0,,,Petit Gateau,
386,189,pizza,1,59.9,59.9,Grossa,Cheddar,,Portuguesa + Quatro Queijos + Pepperoni
387,189,pizza,1,56.4,56.4,Grossa,Chocolate,,Napolitana + Nutella com Banana
388,189,pizza,1,58.9,58.9,Integral,Cream Cheese,,Prestígio
389,190,pizza,1,69.9,69.9,Integral,Cream Cheese,,Costela BBQ + Carne Seca
390,190,produto,1,9.0,9.0,,,Suco de Laranja 500ml,
391,191,pizza,1,44.9,44.9,Tradicional,Catupiry,,Mussarela
392,191,produto,2,9.0,18.0,,,Suco de Laranja 500ml,
393,192,pizza,1,48.9,48.9,Tradicional,Chocolate,,Calabresa
394,192,produto,1,22.0,22.0,,,Batata Frita Grande,
395,193,pizza,1,56.9,56.9,Grossa,Chocolate,,Margherita + Romeu e Julieta + Costela BBQ
396,193,pizza,1,52.23,52.23,Tradicional,Sem borda,,Pepperoni + Prestígio + Carne Seca
397,194,pizza,1,60.9,60.9,Tradicional,Cheddar,,Quatro Queijos
398,194,produto,1,9.0,9.0,,,Suco de Laranja 500ml,
399,195,pizza,1,46.9,46.9,Fina,Cream Cheese,,Margherita
400,196,pizza,1,54.57,54.57,Grossa,Chocolate,,Portuguesa + Romeu e Julieta + Frango com Catupiry
401,196,pizza,1,53.9,53.9,Tradicional,Cheddar,,Frango com Catupiry + Chocolate com Morango
402,197,pizza,1,57.4,57.4,Grossa,Cream Cheese,,Pepperoni + Napolitana
403,197,produto,1,12.0,12.0,,,Coca-Cola 2L,
404,198,pizza,1,56.9,56.9,Integral,Catupiry,,Pepperoni + Mussarela
405,199,pizza,1,49.9,49.9,Tradicional,Cream Cheese,,Frango com Catupiry + Mussarela
406,199,produto,2,12.0,24.0,,,Coca-Cola 2L,
407,200,pizza,1,44.9,44.9,Grossa,Sem borda,,Mussarela + Portuguesa
408,200,produto,2,18.0,36.0,,,Petit Gateau,
409,201,pizza,1,45.9,45.9,Tradicional,Cheddar,,Margherita
410,201,pizza,1,63.9,63.9,Integral,Cheddar,,Carne Seca + Chocolate com Morango
411,201,produto,1,10.0,10.0,,,Guaraná Antarctica 2L,
412,202,pizza,1,60.23,60.23,Grossa,Cheddar,,Camarão + Prestígio + Napolitana
413,202,pizza,1,62.9,62.9,Integral,Sem borda,,Costela BBQ + Carne Seca
414,203,pizza,1,44.9,44.9,Fina,Chocolate,,Mussarela
415,203,produto,1,16.0,16.0,,,Brownie com Sorvete,
416,204,pizza,1,49.9,49.9,Fina,Sem borda,,Romeu e Julieta + Quatro Queijos
417,205,pizza,1,72.9,72.9,Integral,Chocolate,,Camarão + Costela BBQ
418,206,pizza,1,53.9,53.9,Grossa,Chocolate,,Portuguesa
419,206,pizza,1,53.57,53.57,Integral,Sem borda,,Carne Seca + Napolitana + Prestígio
420,206,produto,2,16.0,32.0,,,Brownie com Sorvete,
421,207,pizza,1,50.9,50.9,Fina,Chocolate,,Romeu e Julieta
422,207,produto,2,9.0,18.0,,,Suco de Laranja 500ml,
423,208,pizza,1,57.9,57.9,Integral,Chocolate,,Frango com Catupiry
424,208,produto,1,16.0,16.0,,,Brownie com Sorvete,
425,209,pizza,1,47.23,47.23,Tradicional,Sem borda,,Napolitana + Romeu e Julieta + Quatro Queijos
426,209,pizza,1,57.9,57.9,Grossa,Catupiry,,Mussarela + Chocolate com Morango + Costela BBQ
427,210,pizza,1,52.9,52.9,Integral,Cream Cheese,,Calabresa + Mussarela
428,210,pizza,1,54.9,54.9,Grossa,Cream Cheese,,Portuguesa + Romeu e Julieta
429,210,pizza,1,50.4,50.4,Tradicional,Catupiry,,Chocolate com Morango + Margherita
430,211,pizza,1,65.9,65.9,Tradicional,Cream Cheese,,Costela BBQ
431,211,pizza,1,47.9,47.9,Grossa,Catupiry,,Mussarela
432,211,produto,2,12.0,24.0,,,Coca-Cola 2L,
433,212,pizza,1,51.57,51.57,Fina,Chocolate,,Romeu e Julieta + Portuguesa + Frango com Catupiry
434,212,produto,1,6.0,6.0,,,Coca-Cola Lata 350ml,
435,213,pizza,1,53.9,53.9,Fina,Cream Cheese,,Frango com Catupiry
436,213,pizza,1,64.9,64.9,Integral,Cream Cheese,,Pepperoni
437,214,pizza,1,58.9,58.9,Tradicional,Cheddar,,Pepperoni
438,214,pizza,1,56.9,56.9,Fina,Sem borda,,Carne Seca
439,214,produto,1,22.0,22.0,,,Batata Frita Grande,
440,215,pizza,1,66.9,66.9,Grossa,Catupiry,,Carne Seca + Costela BBQ
441,216,pizza,1,59.9,59.9,Integral,Cheddar,,Chocolate com Morango
442,216,pizza,1,61.23,61.23,Grossa,Catupiry,,Nutella com Banana + Portuguesa + Costela BBQ
443,217,pizza,1,55.9,55.9,Grossa,Cream Cheese,,Romeu e Julieta + Prestígio
444,217,pizza,1,49.9,49.9,Fina,Cheddar,,Calabresa + Portuguesa
445,217,pizza,1,57.9,57.9,Grossa,Sem borda,,Camarão + Romeu e Julieta
446,217,produto,1,4.0,4.0,,,Água Mineral 500ml,
447,218,pizza,1,49.4,49.4,Fina,Catupiry,,Margherita + Frango com Catupiry
448,219,pizza,1,51.9,51.9,Grossa,Sem borda,,Chocolate com Morango
449,220,pizza,1,60.9,60.9,Fina,Chocolate,,Quatro Queijos
450,221,pizza,1,52.9,52.9,Tradicional,Cheddar,,Romeu e Julieta + Chocolate com Morango
451,222,pizza,1,57.9,57.9,Grossa,Catupiry,,Chocolate com Morango
452,222,pizza,1,53.9,53.9,Integral,Sem borda,,Chocolate com Morango
453,222,produto,1,28.0,28.0,,,Frango Frito,
454,223,pizza,1,54.9,54.9,Fina,Catupiry,,Chocolate com Morango
455,223,pizza,1,55.9,55.9,Integral,Cream Cheese,,Calabresa + Portuguesa
456,224,pizza,1,62.9,62.9,Fina,Chocolate,,Frango com Catupiry + Camarão + Costela BBQ
457,224,pizza,1,44.9,44.9,Integral,Sem borda,,Margherita
458,225,pizza,1,49.4,49.4,Fina,Catupiry,,Napolitana + Romeu e Julieta
459,225,pizza,1,60.9,60.9,Grossa,Catupiry,,Prestígio + Carne Seca
460,225,produto,1,22.0,22.0,,,Batata Frita Grande,
461,226,pizza,1,50.4,50.4,Fina,Catupiry,,Napolitana + Frango com Catupiry
462,226,pizza,1,60.9,60.9,Tradicional,Cheddar,,Pepperoni + Carne Seca
463,226,pizza,1,60.57,60.57,Integral,Cheddar,,Romeu e Julieta + Camarão + Mussarela
464,227,pizza,1,62.9,62.9,Fina,Catupiry,,Carne Seca
465,227,pizza,1,41.9,41.9,Tradicional,Sem borda,,Napolitana
466,227,produto,2,12.0,24.0,,,Coca-Cola 2L,
467,228,pizza,1,58.9,58.9,Integral,Catupiry,,Margherita + Prestígio + Carne Seca
468,228,pizza,1,56.4,56.4,Fina,Cream Cheese,,Napolitana + Carne Seca
469,229,pizza,1,50.9,50.9,Fina,Sem borda,,Frango com Catupiry + Quatro Queijos
470,229,pizza,1,53.23,53.23,Tradicional,Cheddar,,Napolitana + Pepperoni + Frango com Catupiry
471,229,produto,1,9.0,9.0,,,Suco de Laranja 500ml,
472,230,pizza,1,50.9,50.9,Tradicional,Cheddar,,Calabresa + Prestígio
473,231,pizza,1,41.4,41.4,Tradicional,Sem borda,,Margherita + Calabresa
474,231,pizza,1,52.9,52.9,Fina,Sem borda,,Frango com Catupiry + Costela BBQ
475,232,pizza,1,55.4,55.4,Tradicional,Chocolate,,Carne Seca + Napolitana
476,232,produto,1,9.0,9.0,,,Suco de Laranja 500ml,
477,233,pizza,1,53.9,53.9,Integral,Cream Cheese,,Napolitana
478,233,pizza,1,55.9,55.9,Integral,Chocolate,,Romeu e Julieta
479,234,pizza,1,50.9,50.9,Tradicional,Catupiry,,Romeu e Julieta
480,234,pizza,1,41.4,41.4,Tradicional,Sem borda,,Margherita + Calabresa
481,234,produto,1,18.0,18.0,,,Petit Gateau,
482,235,pizza,1,56.9,56.9,Integral,Cream Cheese,,Portuguesa
483,235,pizza,1,49.9,49.9,Integral,Catupiry,,Mussarela
484,236,pizza,1,60.9,60.9,Tradicional,Cheddar,,Quatro Queijos
485,236,produto,1,6.0,6.0,,,Coca-Cola Lata 350ml,
486,237,pizza,1,51.9,51.9,Fina,Catupiry,,Pepperoni + Mussarela
487,237,produto,1,18.0,18.0,,,Petit Gateau,
488,238,pizza,1,44.4,44.4,Fina,Sem borda,,Prestígio + Napolitana
489,238,produto,2,9.0,18.0,,,Suco de Laranja 500ml,
490,239,pizza,1,52.9,52.9,Tradicional,Catupiry,,Prestígio
491,239,pizza,1,67.9,67.9,Grossa,Cheddar,,Costela BBQ
492,239,produto,1,22.0,22.0,,,Batata Frita Grande,
493,240,pizza,1,57.9,57.9,Grossa,Sem borda,,Quatro Queijos
494,240,pizza,1,50.9,50.9,Fina,Cream Cheese,,Chocolate com Morango + Mussarela
495,241,pizza,1,57.23,57.23,Grossa,Chocolate,,Nutella com Banana + Romeu e Julieta + Frango com Catupiry
496,241,pizza,1,55.9,55.9,Integral,Chocolate,,Romeu e Julieta
497,242,pizza,1,58.9,58.9,Tradicional,Catupiry,,Nutella com Banana
498,242,pizza,1,55.9,55.9,Fina,Cream Cheese,,Chocolate com Morango
499,242,pizza,1,65.9,65.9,Fina,Cream Cheese,,Costela BBQ
500,242,produto,1,10.0,10.0,,,Guaraná Antarctica 2L,
501,243,pizza,1,60.9,60.9,Fina,Catupiry,,Romeu e Julieta + Camarão
502,243,pizza,1,53.9,53.9,Grossa,Cheddar,,Portuguesa
503,243,produto,1,4.0,4.0,,,Água Mineral 500ml,
504,244,pizza,1,53.4,53.4,Grossa,Chocolate,,Prestígio + Napolitana
505,244,produto,2,9.0,18.0,,,Suco de Laranja 500ml,
506,245,pizza,1,55.57,55.57,Grossa,Chocolate,,Margherita + Frango com Catupiry + Nutella com Banana
507,245,produto,2,18.0,36.0,,,Petit Gateau,
508,246,pizza,1,59.9,59.9,Fina,Cream Cheese,,Nutella com Banana
509,246,pizza,1,61.4,61.4,Integral,Cream Cheese,,Carne Seca + Napolitana
510,247,pizza,1,51.9,51.9,Integral,Cream Cheese,,Margherita
511,247,produto,1,6.0,6.0,,,Coca-Cola Lata 350ml,
512,248,pizza,1,54.9,54.9,Grossa,Catupiry,,Frango com Catupiry + Romeu e Julieta
513,248,pizza,1,56.9,56.9,Integral,Catupiry,,Romeu e Julieta + Frango com Catupiry
514,249,pizza,1,58.9,58.9,Tradicional,Cheddar,,Mussarela + Camarão + Quatro Queijos
515,249,produto,1,22.0,22.0,,,Batata Frita Grande,
516,250,pizza,1,45.9,45.9,Fina,Sem borda,,Frango com Catupiry + Portuguesa
517,251,pizza,1,54.4,54.4,Integral,Catupiry,,Romeu e Julieta + Napolitana
518,251,pizza,1,58.9,58.9,Tradicional,Cream Cheese,,Costela BBQ + Romeu e Julieta
519,251,produto,2,28.0,56.0,,,Frango Frito,
520,252,pizza,1,64.9,64.9,Tradicional,Cheddar,,Costela BBQ
521,252,produto,1,4.0,4.0,,,Água Mineral 500ml,
522,253,pizza,1,41.9,41.9,Fina,Sem borda,,Napolitana
523,253,pizza,1,58.9,58.9,Fina,Catupiry,,Nutella com Banana
524,254,pizza,1,42.9,42.9,Grossa,Sem borda,,Margherita
525,255,pizza,1,61.9,61.9,Grossa,Sem borda,,Costela BBQ
526,255,pizza,1,48.57,48.57,Grossa,Sem borda,,Nutella com Banana + Mussarela + Romeu e Julieta
527,255,produto,1,10.0,10.0,,,Guaraná Antarctica 2L,
528,256,pizza,1,61.9,61.9,Grossa,Cheddar,,Pepperoni
529,256,pizza,1,44.9,44.9,Tradicional,Sem borda,,Romeu e Julieta
530,256,produto,1,9.0,9.0,,,Suco de Laranja 500ml,
531,257,pizza,1,59.9,59.9,Grossa,Cheddar,,Calabresa + Costela BBQ
532,257,pizza,1,47.9,47.9,Fina,Sem borda,,Carne Seca + Mussarela
533,257,produto,2,28.0,56.0,,,Frango Frito,
534,258,pizza,1,69.9,69.9,Integral,Cheddar,,Costela BBQ
535,259,pizza,1,60.9,60.9,Tradicional,Chocolate,,Camarão + Romeu e Julieta
536,259,produto,2,4.0,8.0,,,Água Mineral 500ml,
537,260,pizza,1,60.4,60.4,Integral,Cream Cheese,,Quatro Queijos + Napolitana
538,260,produto,1,4.0,4.0,,,Água Mineral 500ml,
539,261,pizza,1,60.23,60.23,Tradicional,Chocolate,,Camarão + Portuguesa + Nutella com Banana
540,262,pizza,1,63.9,63.9,Grossa,Chocolate,,Quatro Queijos
541,263,pizza,1,61.9,61.9,Grossa,Chocolate,,Nutella com Banana
542,264,pizza,1,58.4,58.4,Integral,Cream Cheese,,Margherita + Pepperoni
543,264,produto,2,10.0,20.0,,,Guaraná Antarctica 2L,
544,265,pizza,1,70.9,70.9,Grossa,Cream Cheese,,Camarão + Carne Seca
545,266,pizza,1,58.9,58.9,Fina,Sem borda,,Costela BBQ
546,267,pizza,1,57.9,57.9,Tradicional,Cream Cheese,,Quatro Queijos + Frango com Catupiry
547,267,produto,1,18.0,18.0,,,Petit Gateau,
548,268,pizza,1,51.9,51.9,Grossa,Cheddar,,Calabresa
549,268,produto,1,9.0,9.0,,,Suco de Laranja 500ml,
550,269,pizza,1,46.9,46.9,Fina,Cream Cheese,,Margherita
551,269,pizza,1,70.9,70.9,Integral,Chocolate,,Quatro Queijos + Camarão
552,269,produto,1,18.0,18.0,,,Petit Gateau,
553,270,pizza,1,58.9,58.9,Fina,Cheddar,,Pepperoni
554,270,pizza,1,60.9,60.9,Grossa,Cream Cheese,,Chocolate com Morango + Carne Seca + Frango com Catupiry
555,270,produto,2,10.0,20.0,,,Guaraná Antarctica 2L,
556,271,pizza,1,53.9,53.9,Grossa,Chocolate,,Romeu e Julieta
557,271,produto,2,22.0,44.0,,,Batata Frita Grande,
558,272,pizza,1,58.9,58.9,Grossa,Cream Cheese,,Romeu e Julieta + Pepperoni
559,272,pizza,1,48.4,48.4,Tradicional,Catupiry,,Romeu e Julieta + Margherita
560,272,pizza,1,48.9,48.9,Grossa,Chocolate,,Margherita
561,272,produto,1,4.0,4.0,,,Água Mineral 500ml,
562,273,pizza,1,48.9,48.9,Fina,Sem borda,,Chocolate com Morango
563,274,pizza,1,73.9,73.9,Grossa,Catupiry,,Camarão
564,274,pizza,1,58.9,58.9,Tradicional,Cheddar,,Pepperoni
565,274,pizza,1,63.57,63.57,Tradicional,Catupiry,,Camarão + Nutella com Banana + Quatro Queijos
566,274,produto,1,16.0,16.0,,,Brownie com Sorvete,
567,275,pizza,1,59.23,59.23,Fina,Cream Cheese,,Frango com Catupiry + Pepperoni + Carne Seca
568,275,pizza,1,50.9,50.9,Integral,Chocolate,,Margherita
569,275,produto,2,9.0,18.0,,,Suco de Laranja 500ml,
570,276,pizza,1,65.9,65.9,Tradicional,Cream Cheese,,Camarão + Pepperoni
571,277,pizza,1,47.9,47.9,Tradicional,Cheddar,,Napolitana
572,277,pizza,1,49.9,49.9,Grossa,Sem borda,,Frango com Catupiry
573,278,pizza,1,62.9,62.9,Tradicional,Cheddar,,Carne Seca
574,278,produto,1,22.0,22.0,,,Batata Frita Grande,
575,279,pizza,1,54.9,54.9,Fina,Cheddar,,Chocolate com Morango
576,279,produto,2,22.0,44.0,,,Batata Frita Grande,
577,280,pizza,1,56.9,56.9,Integral,Cream Cheese,,Portuguesa
