id,pedido_id,status_anterior,status_novo,created_at,minutos_desde_status_anterior
455,124,saiu_para_entrega,entregue,2025-12-25 14:20:51,37.0
456,125,,recebido,2025-12-20 19:58:09,
457,125,recebido,em_producao,2025-12-20 20:06:09,8.0
458,125,em_producao,saiu_para_entrega,2025-12-20 20:23:09,17.0
459,125,saiu_para_entrega,entregue,2025-12-20 20:49:09,26.0
460,126,,recebido,2026-03-30 19:11:24,
461,126,recebido,em_producao,2026-03-30 19:18:24,7.0
462,126,em_producao,saiu_para_entrega,2026-03-30 19:37:24,19.0
463,126,saiu_para_entrega,entregue,2026-03-30 19:57:24,20.0
464,127,,recebido,2026-03-25 20:21:28,
465,127,recebido,em_producao,2026-03-25 20:27:28,6.0
466,127,em_producao,saiu_para_entrega,2026-03-25 20:49:28,22.0
467,127,saiu_para_entrega,entregue,2026-03-25 21:26:28,37.0
468,128,,recebido,2026-05-11 17:34:24,
469,128,recebido,em_producao,2026-05-11 17:44:24,10.0
470,128,em_producao,saiu_para_entrega,2026-05-11 18:06:24,22.0
471,128,saiu_para_entrega,entregue,2026-05-11 18:26:24,20.0
472,129,,recebido,2025-11-27 17:41:10,
473,129,recebido,em_producao,2025-11-27 17:50:10,9.0
474,129,em_producao,saiu_para_entrega,2025-11-27 18:10:10,20.0
475,129,saiu_para_entrega,entregue,2025-11-27 18:26:10,16.0
476,130,,recebido,2026-05-03 18:03:23,
477,130,recebido,em_producao,2026-05-03 18:07:23,4.0
478,130,em_producao,saiu_para_entrega,2026-05-03 18:31:23,24.0
479,130,saiu_para_entrega,entregue,2026-05-03 19:12:23,41.0
480,131,,recebido,2025-12-09 19:24:11,
481,131,recebido,em_producao,2025-12-09 19:33:11,9.0
482,131,em_producao,saiu_para_entrega,2025-12-09 19:59:11,26.0
483,131,saiu_para_entrega,entregue,2025-12-09 20:19:11,20.0
484,132,,recebido,2026-02-09 23:37:14,
485,132,recebido,em_producao,2026-02-09 23:46:14,9.0
486,132,em_producao,saiu_para_entrega,2026-02-10 00:14:14,28.0
487,132,saiu_para_entrega,entregue,2026-02-10 00:59:14,45.0
488,133,,recebido,2026-01-01 21:08:02,
489,133,recebido,em_producao,2026-01-01 21:17:02,9.0
490,133,em_producao,saiu_para_entrega,2026-01-01 21:38:02,21.0
491,133,saiu_para_entrega,entregue,2026-01-01 22:19:02,41.0
492,134,,recebido,2026-04-23 20:37:33,
493,134,recebido,em_producao,2026-04-23 20:41:33,4.0
494,134,em_producao,saiu_para_entrega,2026-04-23 21:09:33,28.0
495,134,saiu_para_entrega,entregue,2026-04-23 21:28:33,19.0
496,135,,recebido,2026-05-13 21:44:15,
497,135,recebido,em_producao,2026-05-13 21:54:15,10.0
498,135,em_producao,saiu_para_entrega,2026-05-13 22:17:15,23.0
499,135,saiu_para_entrega,entregue,2026-05-13 23:00:15,43.0
500,136,,recebido,2025-12-17 15:47:28,
501,136,recebido,em_producao,2025-12-17 15:55:28,8.0
502,136,em_producao,saiu_para_entrega,2025-12-17 16:18:28,23.0
503,136,saiu_para_entrega,entregue,2025-12-17 16:56:28,38.0
504,137,,recebido,2026-05-05 18:36:01,
505,137,recebido,em_producao,2026-05-05 18:42:01,6.0
506,137,em_producao,saiu_para_entrega,2026-05-05 18:58:01,16.0
507,137,saiu_para_entrega,entregue,2026-05-05 19:20:01,22.0
508,138,,recebido,2026-02-21 19:22:22,
509,138,recebido,em_producao,2026-02-21 19:29:22,7.0
510,138,em_producao,saiu_para_entrega,2026-02-21 19:46:22,17.0
511,138,saiu_para_entrega,entregue,2026-02-21 20:10:22,24.0
512,139,,recebido,2025-11-23 18:08:41,
513,139,recebido,em_producao,2025-11-23 18:11:41,3.0
514,139,em_producao,saiu_para_entrega,2025-11-23 18:33:41,22.0
515,139,saiu_para_entrega,entregue,2025-11-23 18:56:41,23.0
516,140,,recebido,2026-03-27 19:18:19,
517,140,recebido,em_producao,2026-03-27 19:28:19,10.0
518,140,em_producao,saiu_para_entrega,2026-03-27 19:45:19,17.0
519,140,saiu_para_entrega,entregue,2026-03-27 20:10:19,25.0
520,141,,recebido,2026-01-17 14:26:25,
521,141,recebido,em_producao,2026-01-17 14:29:25,3.0
522,141,em_producao,saiu_para_entrega,2026-01-17 14:50:25,21.0
523,141,saiu_para_entrega,entregue,2026-01-17 15:15:25,25.0
524,142,,recebido,2026-04-11 21:48:58,
525,142,recebido,em_producao,2026-04-11 21:56:58,8.0
526,142,em_producao,saiu_para_entrega,2026-04-11 22:13:58,17.0
527,142,saiu_para_entrega,entregue,2026-04-11 22:35:58,22.0
528,143,,recebido,2026-02-21 21:32:07,
529,143,recebido,cancelado,2026-02-21 21:34:07,2.0
530,144,,recebido,2025-12-25 15:03:00,
531,144,recebido,em_producao,2025-12-25 15:09:00,6.0
532,144,em_producao,saiu_para_entrega,2025-12-25 15:29:00,20.0
533,144,saiu_para_entrega,entregue,2025-12-25 16:02:00,33.0
534,145,,recebido,2026-05-13 16:53:33,
535,145,recebido,em_producao,2026-05-13 16:56:33,3.0
536,145,em_producao,saiu_para_entrega,2026-05-13 17:18:33,22.0
537,145,saiu_para_entrega,entregue,2026-05-13 17:40:33,22.0
538,146,,recebido,2026-02-13 21:08:21,
539,147,,recebido,2026-01-10 20:39:03,
540,147,recebido,em_producao,2026-01-10 20:42:03,3.0
541,147,em_producao,saiu_para_entrega,2026-01-10 21:00:03,18.0
542,147,saiu_para_entrega,entregue,2026-01-10 21:35:03,35.0
543,148,,recebido,2026-01-12 19:44:08,
544,148,recebido,em_producao,2026-01-12 19:48:08,4.0
545,148,em_producao,saiu_para_entrega,2026-01-12 20:06:08,18.0
546,148,saiu_para_entrega,entregue,2026-01-12 20:30:08,24.0
547,149,,recebido,2026-02-25 22:44:59,
548,149,recebido,em_producao,2026-02-25 22:50:59,6.0
549,149,em_producao,saiu_para_entrega,2026-02-25 23:05:59,15.0
550,149,saiu_para_entrega,entregue,2026-02-25 23:20:59,15.0
551,150,,recebido,2026-04-17 21:00:54,
552,150,recebido,em_producao,2026-04-17 21:05:54,5.0
553,150,em_producao,saiu_para_entrega,2026-04-17 21:30:54,25.0
554,150,saiu_para_entrega,entregue,2026-04-17 21:56:54,26.0
555,151,,recebido,2026-04-02 18:39:24,
556,151,recebido,em_producao,2026-04-02 18:42:24,3.0
557,151,em_producao,saiu_para_entrega,2026-04-02 19:01:24,19.0
558,151,saiu_para_entrega,entregue,2026-04-02 19:31:24,30.0
559,152,,recebido,2026-05-10 16:33:44,
560,152,recebido,em_producao,2026-05-10 16:37:44,4.0
561,152,em_producao,saiu_para_entrega,2026-05-10 17:05:44,28.0
562,152,saiu_para_entrega,entregue,2026-05-10 17:41:44,36.0
563,153,,recebido,2026-01-24 23:03:32,
564,153,recebido,em_producao,2026-01-24 23:12:32,9.0
565,153,em_producao,saiu_para_entrega,2026-01-24 23:39:32,27.0
566,153,saiu_para_entrega,entregue,2026-01-25 00:20:32,41.0
567,154,,recebido,2025-11-21 21:50:38,
568,154,recebido,em_producao,2025-11-21 21:57:38,7.0
569,154,em_producao,saiu_para_entrega,2025-11-21 22:18:38,21.0
570,155,,recebido,2026-03-02 17:06:02,
571,155,recebido,cancelado,2026-03-02 17:19:02,13.0
572,156,,recebido,2026-04-30 20:45:21,
573,156,recebido,em_producao,2026-04-30 20:54:21,9.0
574,156,em_producao,saiu_para_entrega,2026-04-30 21:10:21,16.0
575,156,saiu_para_entrega,entregue,2026-04-30 21:54:21,44.0
576,157,,recebido,2025-12-25 20:08:06,
577,157,recebido,em_producao,2025-12-25 20:16:06,8.0
578,157,em_producao,saiu_para_entrega,2025-12-25 20:43:06,27.0
579,157,saiu_para_entrega,entregue,2025-12-25 21:11:06,28.0
580,158,,recebido,2025-12-26 18:44:40,
581,158,recebido,em_producao,2025-12-26 18:48:40,4.0
582,158,em_producao,saiu_para_entrega,2025-12-26 19:14:40,26.0
583,158,saiu_para_entrega,entregue,2025-12-26 19:46:40,32.0
584,159,,recebido,2025-12-03 20:18:13,
585,159,recebido,em_producao,2025-12-03 20:21:13,3.0
586,159,em_producao,saiu_para_entrega,2025-12-03 20:47:13,26.0
587,159,saiu_para_entrega,entregue,2025-12-03 21:28:13,41.0
588,160,,recebido,2026-05-09 20:55:28,
589,160,recebido,cancelado,2026-05-09 21:08:28,13.0
590,161,,recebido,2026-03-09 14:10:37,
591,161,recebido,cancelado,2026-03-09 14:23:37,13.0
592,162,,recebido,2026-04-23 19:22:04,
593,162,recebido,em_producao,2026-04-23 19:30:04,8.0
594,162,em_producao,saiu_para_entrega,2026-04-23 19:52:04,22.0
595,162,saiu_para_entrega,entregue,2026-04-23 20:37:04,45.0
596,163,,recebido,2026-03-10 21:41:00,
597,163,recebido,em_producao,2026-03-10 21:49:00,8.0
598,163,em_producao,saiu_para_entrega,2026-03-10 22:18:00,29.0
599,163,saiu_para_entrega,entregue,2026-03-10 22:40:00,22.0
600,164,,recebido,2025-12-07 22:10:49,
601,164,recebido,em_producao,2025-12-07 22:13:49,3.0
602,164,em_producao,saiu_para_entrega,2025-12-07 22:30:49,17.0
603,164,saiu_para_entrega,entregue,2025-12-07 22:51:49,21.0
604,165,,recebido,2025-12-05 19:14:58,
605,165,recebido,em_producao,2025-12-05 19:23:58,9.0
606,165,em_producao,saiu_para_entrega,2025-12-05 19:52:58,29.0
607,165,saiu_para_entrega,entregue,2025-12-05 20:27:58,35.0
608,166,,recebido,2026-02-27 08:50:43,
609,166,recebido,em_producao,2026-02-27 08:54:43,4.0
610,166,em_producao,saiu_para_entrega,2026-02-27 09:18:43,24.0
611,166,saiu_para_entrega,entregue,2026-02-27 09:57:43,39.0
612,167,,recebido,2026-01-18 20:58:50,
613,167,recebido,cancelado,2026-01-18 21:13:50,15.0
614,168,,recebido,2026-04-14 22:22:13,
615,168,recebido,em_producao,2026-04-14 22:27:13,5.0
616,168,em_producao,saiu_para_entrega,2026-04-14 22:47:13,20.0
617,168,saiu_para_entrega,entregue,2026-04-14 23:07:13,20.0
618,169,,recebido,2026-01-06 08:39:04,
619,169,recebido,em_producao,2026-01-06 08:47:04,8.0
620,170,,recebido,2026-02-14 14:23:08,
621,170,recebido,em_producao,2026-02-14 14:31:08,8.0
622,170,em_producao,saiu_para_entrega,2026-02-14 15:01:08,30.0
623,170,saiu_para_entrega,entregue,2026-02-14 15:30:08,29.0
624,171,,recebido,2025-11-27 21:37:25,
625,171,recebido,em_producao,2025-11-27 21:43:25,6.0
626,171,em_producao,saiu_para_entrega,2025-11-27 21:59:25,16.0
627,171,saiu_para_entrega,entregue,2025-11-27 22:31:25,32.0
628,172,,recebido,2026-04-03 11:32:08,
629,172,recebido,em_producao,2026-04-03 11:37:08,5.0
630,172,em_producao,saiu_para_entrega,2026-04-03 11:56:08,19.0
631,172,saiu_para_entrega,entregue,2026-04-03 12:34:08,38.0
632,173,,recebido,2026-03-24 21:53:47,
633,173,recebido,em_producao,2026-03-24 21:58:47,5.0
634,173,em_producao,saiu_para_entrega,2026-03-24 22:25:47,27.0
635,173,saiu_para_entrega,entregue,2026-03-24 23:00:47,35.0
636,174,,recebido,2025-12-27 10:38:45,
637,174,recebido,em_producao,2025-12-27 10:44:45,6.0
638,174,em_producao,saiu_para_entrega,2025-12-27 11:12:45,28.0
639,174,saiu_para_entrega,entregue,2025-12-27 11:52:45,40.0
640,175,,recebido,2026-03-01 03:36:09,
641,175,recebido,em_producao,2026-03-01 03:43:09,7.0
642,175,em_producao,saiu_para_entrega,2026-03-01 04:03:09,20.0
643,175,saiu_para_entrega,entregue,2026-03-01 04:34:09,31.0
644,176,,recebido,2026-01-27 22:38:37,
645,176,recebido,em_producao,2026-01-27 22:47:37,9.0
646,176,em_producao,saiu_para_entrega,2026-01-27 23:14:37,27.0
647,176,saiu_para_entrega,entregue,2026-01-27 23:33:37,19.0
648,177,,recebido,2026-02-27 20:05:30,
649,177,recebido,em_producao,2026-02-27 20:08:30,3.0
650,177,em_producao,saiu_para_entrega,2026-02-27 20:36:30,28.0
651,177,saiu_para_entrega,entregue,2026-02-27 21:07:30,31.0
652,178,,recebido,2026-01-15 19:34:26,
653,178,recebido,em_producao,2026-01-15 19:37:26,3.0
654,178,em_producao,saiu_para_entrega,2026-01-15 19:52:26,15.0
655,178,saiu_para_entrega,entregue,2026-01-15 20:25:26,33.0
656,179,,recebido,2026-01-14 23:25:48,
657,179,recebido,em_producao,2026-01-14 23:35:48,10.0
658,179,em_producao,saiu_para_entrega,2026-01-14 23:55:48,20.0
659,179,saiu_para_entrega,entregue,2026-01-15 00:21:48,26.0
660,180,,recebido,2026-04-22 20:10:06,
661,180,recebido,em_producao,2026-04-22 20:19:06,9.0
662,180,em_producao,saiu_para_entrega,2026-04-22 20:44:06,25.0
663,180,saiu_para_entrega,entregue,2026-04-22 21:24:06,40.0
664,181,,recebido,2026-02-07 19:33:18,
665,181,recebido,em_producao,2026-02-07 19:36:18,3.0
666,181,em_producao,saiu_para_entrega,2026-02-07 19:56:18,20.0
667,181,saiu_para_entrega,entregue,2026-02-07 20:31:18,35.0
668,182,,recebido,2025-11-21 23:05:17,
669,182,recebido,em_producao,2025-11-21 23:13:17,8.0
670,182,em_producao,saiu_para_entrega,2025-11-21 23:40:17,27.0
671,182,saiu_para_entrega,entregue,2025-11-22 00:07:17,27.0
672,183,,recebido,2026-02-17 22:36:00,
673,183,recebido,em_producao,2026-02-17 22:45:00,9.0
674,183,em_producao,saiu_para_entrega,2026-02-17 23:03:00,18.0
675,183,saiu_para_entrega,entregue,2026-02-17 23:35:00,32.0
676,184,,recebido,2026-02-23 20:48:21,
677,184,recebido,em_producao,2026-02-23 20:58:21,10.0
678,184,em_producao,saiu_para_entrega,2026-02-23 21:27:21,29.0
679,185,,recebido,2026-01-05 21:26:22,
680,185,recebido,em_producao,2026-01-05 21:29:22,3.0
681,185,em_producao,saiu_para_entrega,2026-01-05 21:52:22,23.0
682,185,saiu_para_entrega,entregue,2026-01-05 22:14:22,22.0
683,186,,recebido,2026-05-17 12:47:12,
684,186,recebido,em_producao,2026-05-17 12:53:12,6.0
685,186,em_producao,saiu_para_entrega,2026-05-17 13:16:12,23.0
686,186,saiu_para_entrega,entregue,2026-05-17 13:37:12,21.0
687,187,,recebido,2026-04-18 22:17:25,
688,187,recebido,em_producao,2026-04-18 22:22:25,5.0
689,187,em_producao,saiu_para_entrega,2026-04-18 22:38:25,16.0
690,187,saiu_para_entrega,entregue,2026-04-18 23:09:25,31.0
691,188,,recebido,2026-01-01 17:06:20,
692,188,recebido,em_producao,2026-01-01 17:13:20,7.0
693,188,em_producao,saiu_para_entrega,2026-01-01 17:33:20,20.0
694,188,saiu_para_entrega,entregue,2026-01-01 18:05:20,32.0
695,189,,recebido,2026-04-28 08:17:51,
696,189,recebido,em_producao,2026-04-28 08:26:51,9.0
697,189,em_producao,saiu_para_entrega,2026-04-28 08:53:51,27.0
698,189,saiu_para_entrega,entregue,2026-04-28 09:14:51,21.0
699,190,,recebido,2026-03-23 08:47:21,
700,190,recebido,em_producao,2026-03-23 08:55:21,8.0
701,190,em_producao,saiu_para_entrega,2026-03-23 09:18:21,23.0
702,190,saiu_para_entrega,entregue,2026-03-23 09:44:21,26.0
703,191,,recebido,2026-01-16 18:09:55,
704,191,recebido,em_producao,2026-01-16 18:17:55,8.0
705,191,em_producao,saiu_para_entrega,2026-01-16 18:45:55,28.0
706,191,saiu_para_entrega,entregue,2026-01-16 19:20:55,35.0
707,192,,recebido,2026-03-02 23:26:10,
708,192,recebido,em_producao,2026-03-02 23:29:10,3.0
709,192,em_producao,saiu_para_entrega,2026-03-02 23:48:10,19.0
710,192,saiu_para_entrega,entregue,2026-03-03 00:26:10,38.0
711,193,,recebido,2025-12-21 07:59:56,
712,193,recebido,em_producao,2025-12-21 08:05:56,6.0
713,193,em_producao,saiu_para_entrega,2025-12-21 08:27:56,22.0
714,193,saiu_para_entrega,entregue,2025-12-21 09:05:56,38.0
715,194,,recebido,2026-03-17 18:47:40,
716,194,recebido,cancelado,2026-03-17 18:54:40,7.0
717,195,,recebido,2026-05-05 09:18:30,
718,195,recebido,em_producao,2026-05-05 09:28:30,10.0
719,195,em_producao,saiu_para_entrega,2026-05-05 09:58:30,30.0
720,195,saiu_para_entrega,entregue,2026-05-05 10:22:30,24.0
721,196,,recebido,2026-01-03 14:27:40,
722,196,recebido,em_producao,2026-01-03 14:34:40,7.0
723,196,em_producao,saiu_para_entrega,2026-01-03 14:58:40,24.0
724,196,saiu_para_entrega,entregue,2026-01-03 15:33:40,35.0
725,197,,recebido,2026-01-15 14:45:28,
726,197,recebido,em_producao,2026-01-15 14:51:28,6.0
727,197,em_producao,saiu_para_entrega,2026-01-15 15:08:28,17.0
728,197,saiu_para_entrega,entregue,2026-01-15 15:27:28,19.0
729,198,,recebido,2026-01-12 20:04:34,
730,198,recebido,em_producao,2026-01-12 20:10:34,6.0
731,198,em_producao,saiu_para_entrega,2026-01-12 20:33:34,23.0
732,198,saiu_para_entrega,entregue,2026-01-12 21:14:34,41.0
733,199,,recebido,2026-03-02 19:13:30,
734,199,recebido,em_producao,2026-03-02 19:20:30,7.0
735,199,em_producao,saiu_para_entrega,2026-03-02 19:45:30,25.0
736,199,saiu_para_entrega,entregue,2026-03-02 20:05:30,20.0
737,200,,recebido,2026-04-24 14:07:25,
738,200,recebido,em_producao,2026-04-24 14:10:25,3.0
739,200,em_producao,saiu_para_entrega,2026-04-24 14:26:25,16.0
740,200,saiu_para_entrega,entregue,2026-04-24 14:59:25,33.0
741,201,,recebido,2026-04-24 08:31:14,
742,201,recebido,em_producao,2026-04-24 08:39:14,8.0
743,201,em_producao,saiu_para_entrega,2026-04-24 09:08:14,29.0
744,201,saiu_para_entrega,entregue,2026-04-24 09:46:14,38.0
745,202,,recebido,2025-12-22 05:09:28,
746,202,recebido,em_producao,2025-12-22 05:16:28,7.0
747,202,em_producao,saiu_para_entrega,2025-12-22 05:42:28,26.0
748,202,saiu_para_entrega,entregue,2025-12-22 06:11:28,29.0
749,203,,recebido,2026-03-20 14:26:41,
750,203,recebido,em_producao,2026-03-20 14:30:41,4.0
751,203,em_producao,saiu_para_entrega,2026-03-20 14:47:41,17.0
752,203,saiu_para_entrega,entregue,2026-03-20 15:03:41,16.0
753,204,,recebido,2025-12-01 16:38:45,
754,204,recebido,em_producao,2025-12-01 16:44:45,6.0
755,204,em_producao,saiu_para_entrega,2025-12-01 17:14:45,30.0
756,204,saiu_para_entrega,entregue,2025-12-01 17:58:45,44.0
757,205,,recebido,2025-12-05 21:04:13,
758,205,recebido,em_producao,2025-12-05 21:08:13,4.0
759,205,em_producao,saiu_para_entrega,2025-12-05 21:26:13,18.0
760,206,,recebido,2026-02-10 20:49:40,
761,206,recebido,em_producao,2026-02-10 20:59:40,10.0
762,206,em_producao,saiu_para_entrega,2026-02-10 21:27:40,28.0
763,206,saiu_para_entrega,entregue,2026-02-10 22:10:40,43.0
764,207,,recebido,2026-05-20 20:23:28,
765,207,recebido,em_producao,2026-05-20 20:32:28,9.0
766,207,em_producao,saiu_para_entrega,2026-05-20 20:47:28,15.0
767,207,saiu_para_entrega,entregue,2026-05-20 21:25:28,38.0
768,208,,recebido,2026-03-09 19:36:09,
769,208,recebido,em_producao,2026-03-09 19:46:09,10.0
770,208,em_producao,saiu_para_entrega,2026-03-09 20:12:09,26.0
771,208,saiu_para_entrega,entregue,2026-03-09 20:31:09,19.0
772,209,,recebido,2026-04-30 22:44:36,
773,209,recebido,em_producao,2026-04-30 22:48:36,4.0
774,209,em_producao,saiu_para_entrega,2026-04-30 23:12:36,24.0
775,209,saiu_para_entrega,entregue,2026-04-30 23:28:36,16.0
776,210,,recebido,2025-11-29 15:36:09,
777,210,recebido,em_producao,2025-11-29 15:42:09,6.0
778,210,em_producao,saiu_para_entrega,2025-11-29 16:01:09,19.0
779,210,saiu_para_entrega,entregue,2025-11-29 16:17:09,16.0
780,211,,recebido,2026-02-22 19:31:25,
781,211,recebido,em_producao,2026-02-22 19:37:25,6.0
782,211,em_producao,saiu_para_entrega,2026-02-22 19:59:25,22.0
783,211,saiu_para_entrega,entregue,2026-02-22 20:21:25,22.0
784,212,,recebido,2026-02-15 03:52:14,
785,212,recebido,em_producao,2026-02-15 04:00:14,8.0
786,212,em_producao,saiu_para_entrega,2026-02-15 04:19:14,19.0
787,212,saiu_para_entrega,entregue,2026-02-15 04:58:14,39.0
788,213,,recebido,2026-03-03 20:35:30,
789,213,recebido,em_producao,2026-03-03 20:40:30,5.0
790,213,em_producao,saiu_para_entrega,2026-03-03 20:55:30,15.0
791,213,saiu_para_entrega,entregue,2026-03-03 21:22:30,27.0
792,214,,recebido,2025-11-25 15:56:41,
793,214,recebido,em_producao,2025-11-25 16:05:41,9.0
794,214,em_producao,saiu_para_entrega,2025-11-25 16:23:41,18.0
795,214,saiu_para_entrega,entregue,2025-11-25 17:06:41,43.0
796,215,,recebido,2026-01-14 21:40:16,
797,215,recebido,cancelado,2026-01-14 21:44:16,4.0
798,216,,recebido,2026-02-10 13:09:27,
799,216,recebido,em_producao,2026-02-10 13:17:27,8.0
800,216,em_producao,saiu_para_entrega,2026-02-10 13:46:27,29.0
801,217,,recebido,2025-12-04 19:46:07,
802,217,recebido,em_producao,2025-12-04 19:51:07,5.0
803,217,em_producao,saiu_para_entrega,2025-12-04 20:06:07,15.0
804,217,saiu_para_entrega,entregue,2025-12-04 20:45:07,39.0
805,218,,recebido,2026-05-04 19:45:41,
806,218,recebido,em_producao,2026-05-04 19:54:41,9.0
807,218,em_producao,saiu_para_entrega,2026-05-04 20:24:41,30.0
808,218,saiu_para_entrega,entregue,2026-05-04 20:54:41,30.0
809,219,,recebido,2026-02-14 21:31:44,
810,219,recebido,em_producao,2026-02-14 21:41:44,10.0
811,219,em_producao,saiu_para_entrega,2026-02-14 22:03:44,22.0
812,219,saiu_para_entrega,entregue,2026-02-14 22:31:44,28.0
813,220,,recebido,2026-02-17 18:56:02,
814,220,recebido,cancelado,2026-02-17 18:58:02,2.0
815,221,,recebido,2026-02-19 11:18:39,
816,221,recebido,em_producao,2026-02-19 11:23:39,5.0
817,222,,recebido,2026-02-17 02:29:37,
818,222,recebido,cancelado,2026-02-17 02:35:37,6.0
819,223,,recebido,2025-11-30 20:58:21,
820,223,recebido,em_producao,2025-11-30 21:03:21,5.0
821,223,em_producao,saiu_para_entrega,2025-11-30 21:23:21,20.0
822,223,saiu_para_entrega,entregue,2025-11-30 22:05:21,42.0
823,224,,recebido,2025-11-22 19:31:15,
824,224,recebido,em_producao,2025-11-22 19:41:15,10.0
825,224,em_producao,saiu_para_entrega,2025-11-22 20:10:15,29.0
826,224,saiu_para_entrega,entregue,2025-11-22 20:38:15,28.0
827,225,,recebido,2025-12-08 04:26:11,
828,225,recebido,em_producao,2025-12-08 04:33:11,7.0
829,225,em_producao,saiu_para_entrega,2025-12-08 04:53:11,20.0
830,225,saiu_para_entrega,entregue,2025-12-08 05:38:11,45.0
831,226,,recebido,2026-01-01 19:06:36,
832,226,recebido,em_producao,2026-01-01 19:10:36,4.0
833,226,em_producao,saiu_para_entrega,2026-01-01 19:40:36,30.0
834,226,saiu_para_entrega,entregue,2026-01-01 20:18:36,38.0
835,227,,recebido,2025-12-31 21:26:26,
836,227,recebido,em_producao,2025-12-31 21:34:26,8.0
837,227,em_producao,saiu_para_entrega,2025-12-31 21:55:26,21.0
838,227,saiu_para_entrega,entregue,2025-12-31 22:10:26,15.0
839,228,,recebido,2026-05-18 18:02:41,
840,228,recebido,em_producao,2026-05-18 18:07:41,5.0
841,228,em_producao,saiu_para_entrega,2026-05-18 18:36:41,29.0
842,228,saiu_para_entrega,entregue,2026-05-18 19:19:41,43.0
843,229,,recebido,2026-01-14 21:21:24,
844,229,recebido,em_producao,2026-01-14 21:26:24,5.0
845,229,em_producao,saiu_para_entrega,2026-01-14 21:53:24,27.0
846,229,saiu_para_entrega,entregue,2026-01-14 22:13:24,20.0
847,230,,recebido,2025-11-26 21:57:32,
848,230,recebido,em_producao,2025-11-26 22:05:32,8.0
849,230,em_producao,saiu_para_entrega,2025-11-26 22:35:32,30.0
850,230,saiu_para_entrega,entregue,2025-11-26 23:13:32,38.0
851,231,,recebido,2026-04-11 03:24:45,
852,231,recebido,cancelado,2026-04-11 03:26:45,2.0
853,232,,recebido,2026-01-16 14:20:49,
854,232,recebido,em_producao,2026-01-16 14:24:49,4.0
855,232,em_producao,saiu_para_entrega,2026-01-16 14:47:49,23.0
856,232,saiu_para_entrega,entregue,2026-01-16 15:06:49,19.0
857,233,,recebido,2025-11-27 18:43:03,
858,233,recebido,em_producao,2025-11-27 18:46:03,3.0
859,233,em_producao,saiu_para_entrega,2025-11-27 19:03:03,17.0
860,233,saiu_para_entrega,entregue,2025-11-27 19:31:03,28.0
861,234,,recebido,2026-01-20 20:45:49,
862,234,recebido,em_producao,2026-01-20 20:51:49,6.0
863,234,em_producao,saiu_para_entrega,2026-01-20 21:13:49,22.0
864,234,saiu_para_entrega,entregue,2026-01-20 21:32:49,19.0
865,235,,recebido,2026-02-08 21:50:06,
866,235,recebido,em_producao,2026-02-08 21:54:06,4.0
867,235,em_producao,saiu_para_entrega,2026-02-08 22:18:06,24.0
868,235,saiu_para_entrega,entregue,2026-02-08 22:50:06,32.0
869,236,,recebido,2026-03-11 20:34:44,
870,236,recebido,em_producao,2026-03-11 20:38:44,4.0
871,236,em_producao,saiu_para_entrega,2026-03-11 21:08:44,30.0
872,236,saiu_para_entrega,entregue,2026-03-11 21:26:44,18.0
873,237,,recebido,2026-02-25 19:03:05,
874,237,recebido,em_producao,2026-02-25 19:08:05,5.0
875,237,em_producao,saiu_para_entrega,2026-02-25 19:23:05,15.0
876,237,saiu_para_entrega,entregue,2026-02-25 20:02:05,39.0
877,238,,recebido,2026-01-27 23:37:00,
878,238,recebido,em_producao,2026-01-27 23:46:00,9.0
879,238,em_producao,saiu_para_entrega,2026-01-28 00:05:00,19.0
880,238,saiu_para_entrega,entregue,2026-01-28 00:47:00,42.0
881,239,,recebido,2026-03-22 15:24:25,
882,239,recebido,em_producao,2026-03-22 15:30:25,6.0
883,239,em_producao,saiu_para_entrega,2026-03-22 15:50:25,20.0
884,239,saiu_para_entrega,entregue,2026-03-22 16:20:25,30.0
885,240,,recebido,2026-05-14 20:38:59,
886,240,recebido,em_producao,2026-05-14 20:43:59,5.0
887,240,em_producao,saiu_para_entrega,2026-05-14 21:12:59,29.0
888,240,saiu_para_entrega,entregue,2026-05-14 21:43:59,31.0
889,241,,recebido,2026-01-31 02:02:36,
890,241,recebido,em_producao,2026-01-31 02:10:36,8.0
891,241,em_producao,saiu_para_entrega,2026-01-31 02:28:36,18.0
892,241,saiu_para_entrega,entregue,2026-01-31 03:01:36,33.0
893,242,,recebido,2026-03-06 21:19:39,
894,242,recebido,em_producao,2026-03-06 21:27:39,8.0
895,242,em_producao,saiu_para_entrega,2026-03-06 21:42:39,15.0
896,242,saiu_para_entrega,entregue,2026-03-06 22:12:39,30.0
897,243,,recebido,2025-12-07 09:04:54,
898,243,recebido,em_producao,2025-12-07 09:11:54,7.0
899,243,em_producao,saiu_para_entrega,2025-12-07 09:30:54,19.0
900,243,saiu_para_entrega,entregue,2025-12-07 10:04:54,34.0
901,244,,recebido,2025-12-07 23:38:59,
902,244,recebido,cancelado,2025-12-07 23:46:59,8.0
903,245,,recebido,2026-02-06 18:30:47,
904,245,recebido,em_producao,2026-02-06 18:36:47,6.0
905,245,em_producao,saiu_para_entrega,2026-02-06 19:03:47,27.0
906,246,,recebido,2025-12-10 22:40:22,
907,246,recebido,em_producao,2025-12-10 22:49:22,9.0
908,246,em_producao,saiu_para_entrega,2025-12-10 23:12:22,23.0
909,247,,recebido,2026-03-07 00:00:53,
